chrom,start,end,mid,n_snp,mean,wsum,z,emp_p,desert,peak,published_desert
1,3000000,4000000,3500000,22,0.1083748236324419,184983.0,0.17220598972405005,0.8701215611004478,False,False,False
1,4000000,5000000,4500000,49,0.11950197530923932,413353.0,0.375875055952857,0.7332053742802304,False,False,False
1,7000000,8000000,7500000,10,0.053231204165710214,82771.0,-0.8371313332033553,0.3198976327575176,False,False,False
1,9000000,10000000,9500000,12,0.11981433268086886,105242.0,0.3815923802113308,0.7306461932181701,False,False,False
1,10000000,11000000,10500000,13,0.07491084857026646,105719.0,-0.4403116384331484,0.6244401791426744,False,False,False
1,11000000,12000000,11500000,13,0.1458882796045766,105406.0,0.8588444728492431,0.4696097248880358,False,False,False
1,12000000,13000000,12500000,22,0.0594432409551555,200805.0,-0.7234275059315892,0.4056301983365323,False,False,False
1,14000000,15000000,14500000,19,0.10591672995014362,151435.0,0.12721355504550055,0.8995521433141395,False,False,False
1,15000000,16000000,15500000,18,0.09570183740739534,153205.0,-0.05975771004000737,0.9392194497760716,False,False,False
1,18000000,19000000,18500000,22,0.039070910367423356,213650.0,-1.0963184009447304,0.18682021753039027,False,False,False
1,19000000,20000000,19500000,26,0.09752329248878588,234303.0,-0.026418175684769705,0.9750479846449136,False,False,False
1,20000000,21000000,20500000,25,0.14188585867221415,210546.0,0.7855849939074132,0.510556621880998,False,False,False
1,21000000,22000000,21500000,10,0.08977900552486189,78554.0,-0.16816799094425644,0.8522072936660269,False,False,False
1,22000000,23000000,22500000,30,0.10404694578734532,263112.0,0.0929894152523287,0.9289827255278311,False,False,False
1,27000000,28000000,27500000,10,0.058333025864295465,81309.0,-0.7437486516691902,0.3877159309021113,False,False,False
1,33000000,34000000,33500000,29,0.22167514455893222,230010.0,2.246031460679077,0.12156110044785669,False,False,False
1,34000000,35000000,34500000,39,0.1979177361096852,321429.0,1.8111808056849361,0.17018554062699937,False,False,False
1,36000000,37000000,36500000,23,0.07931636987016412,181999.0,-0.3596738943398169,0.689699296225208,False,False,False
1,37000000,38000000,37500000,32,0.04916505952242644,258222.0,-0.9115571976746506,0.290467050543826,False,False,False
1,38000000,39000000,38500000,14,0.09652799640206881,111175.0,-0.04463586791103357,0.9571337172104927,False,False,False
1,39000000,40000000,39500000,28,0.18586137984885984,226677.0,1.5905037723265787,0.22392834293026231,False,False,False
1,40000000,41000000,40500000,19,0.1353913849918112,152037.0,0.6667115006222084,0.5706973768394114,False,False,False
1,41000000,42000000,41500000,38,0.25911056809652083,307747.0,2.9312416543784416,0.05502239283429303,False,False,False
1,43000000,44000000,43500000,12,0.09219865841632441,92279.0,-0.12387916849298893,0.8829174664107485,False,False,False
1,46000000,47000000,46500000,27,0.025924470073639797,239137.0,-1.3369481053506558,0.08573256557901472,False,False,False
1,47000000,48000000,47500000,13,0.03125658199587178,94956.0,-1.2393502395380598,0.13051823416506717,False,False,False
1,50000000,51000000,50500000,10,0.0040380075967264535,83457.0,-1.7375533550319227,0.008957133717210493,True,False,False
1,53000000,54000000,53500000,15,0.08465251264860167,128868.0,-0.2620022485749621,0.7703134996801023,False,False,False
1,54000000,55000000,54500000,22,0.06672382439564349,202364.0,-0.5901652233640627,0.4964811260396673,False,False,False
1,55000000,56000000,55500000,17,0.1384851578805123,133202.0,0.7233392750669178,0.54510556621881,False,False,False
1,56000000,57000000,56500000,22,0.08669880109569478,179247.0,-0.224547411132304,0.8099808061420346,False,False,False
1,57000000,58000000,57500000,19,0.11318334899749373,153216.0,0.26022023627016266,0.8061420345489443,False,False,False
1,58000000,59000000,58500000,14,0.10376038400906887,112914.0,0.08774424816072413,0.9353806781829814,False,False,False
1,59000000,60000000,59500000,12,0.033063061104710585,92006.0,-1.2062848222645404,0.14587332053742802,False,False,False
1,60000000,61000000,60500000,18,0.026938821924039118,131910.0,-1.318381620395743,0.09724888035828536,False,False,False
1,61000000,62000000,61500000,19,0.09677263431864659,134475.0,-0.040158066450175146,0.9609724888035829,False,False,False
1,63000000,64000000,63500000,13,0.11665174002047082,93792.0,0.3237049430023563,0.7626359564939219,False,False,False
1,64000000,65000000,64500000,13,0.08054595682012877,103891.0,-0.3371677909613011,0.7050543825975688,False,False,False
1,65000000,66000000,65500000,12,0.13460286105020947,92134.0,0.6522785226643395,0.580934101087652,False,False,False
1,66000000,67000000,66500000,20,0.16802125967450973,154659.0,1.2639619291973798,0.3122200895713372,False,False,False
1,68000000,69000000,68500000,10,0.06451920555065449,83882.0,-0.6305181074256354,0.46065259117082535,False,False,False
1,77000000,78000000,77500000,11,0.06443666461866618,86263.0,-0.6320289194494142,0.45937300063979525,False,False,False
1,79000000,80000000,79500000,15,0.08628430185633576,99120.0,-0.23213431885899902,0.7971849008317339,False,False,False
1,81000000,82000000,81500000,13,0.07512036330939344,87859.0,-0.43647672429531537,0.6282789507357646,False,False,False
1,82000000,83000000,82500000,16,0.13366154900393207,122582.0,0.6350489430680609,0.5886116442738324,False,False,False
1,84000000,85000000,84500000,20,0.06568907363591252,139049.0,-0.6091050857057804,0.48240563019833654,False,False,False
1,85000000,86000000,85500000,13,0.06707113267362834,98731.0,-0.583808164996807,0.5015994881637876,False,False,False
1,86000000,87000000,86500000,18,0.06748983401588933,138206.0,-0.5761443428539972,0.5079974408189379,False,False,False
1,88000000,89000000,88500000,16,0.2285706445467161,127547.0,2.372245255950798,0.10236724248240563,False,False,False
1,89000000,90000000,89500000,12,0.062034323984930945,83615.0,-0.6760008619418165,0.4325015994881638,False,False,False
1,90000000,91000000,90500000,11,0.023858932257961013,93487.0,-1.3747552792257822,0.07421625079974409,False,False,False
1,93000000,94000000,93500000,14,0.06490413297476894,108953.0,-0.6234724760446302,0.4696097248880358,False,False,False
1,94000000,95000000,94500000,11,0.011332383985738045,91993.0,-1.6040386092080354,0.017914267434420986,True,False,False
1,95000000,96000000,95500000,11,0.04491495284696419,81543.0,-0.98935026485906,0.24056301983365322,False,False,False
1,107000000,108000000,107500000,18,0.07661433544078994,140770.0,-0.40913136963390023,0.653870761356366,False,False,True
1,108000000,109000000,108500000,14,0.05679604810569327,120651.0,-0.7718811723718334,0.36980166346769033,False,False,True
1,111000000,112000000,111500000,12,0.135468772330999,83964.0,0.6681279823569886,0.5694177863083814,False,False,True
1,113000000,114000000,113500000,12,0.032541368515205726,89440.0,-1.2158337747412558,0.13947536788227768,False,False,True
1,114000000,115000000,114500000,10,0.025269861343209424,88564.0,-1.3489299271811235,0.08317338451695458,False,False,False
1,115000000,116000000,115500000,16,0.12479955937922668,143434.0,0.4728409311509803,0.6692258477287268,False,False,False
1,116000000,117000000,116500000,14,0.13903641537820152,110338.0,0.7334293774639318,0.5387076135636596,False,False,False
1,117000000,118000000,117500000,10,0.11865824728681282,87259.0,0.3604316339999585,0.7408829174664108,False,False,False
1,118000000,119000000,118500000,29,0.04255853704626274,232844.0,-1.0324816087749005,0.22392834293026231,False,False,False
1,119000000,120000000,119500000,18,0.10799274469157936,142792.0,0.16521249638707766,0.8765195137555982,False,False,False
1,147000000,148000000,147500000,11,0.10484355048184488,91627.0,0.10757030162781721,0.9136276391554703,False,False,False
1,154000000,155000000,154500000,12,0.1859556772121914,94985.0,1.592229771620506,0.22136916186820219,False,False,False
1,157000000,158000000,157500000,13,0.04462284546879028,100834.0,-0.9946969374559009,0.236724248240563,False,False,False
1,158000000,159000000,158500000,13,0.13770057625259935,96659.0,0.7089784563975258,0.5515035188739603,False,False,False
1,159000000,160000000,159500000,20,0.28236156593743744,154821.0,3.356823075095666,0.03326935380678183,False,False,False
1,160000000,161000000,160500000,20,0.03816833275672656,164757.0,-1.1128389935014908,0.18170185540626999,False,False,False
1,161000000,162000000,161500000,22,0.16494359781545873,167724.0,1.2076290476830567,0.3314139475367882,False,False,False
1,162000000,163000000,162500000,29,0.048371054185704705,225207.0,-0.9260905059468848,0.2827895073576456,False,False,False
1,163000000,164000000,163500000,31,0.14192962643105472,225795.0,0.7863861098473149,0.5079974408189379,False,False,False
1,164000000,165000000,164500000,31,0.06246198735098048,251561.0,-0.6681730007825943,0.4401791426743442,False,False,False
1,165000000,166000000,165500000,21,0.11194875570946995,173834.0,0.23762249792275786,0.8163787587971849,False,False,False
1,166000000,167000000,166500000,11,0.08279665408246355,81054.0,-0.29597149714791526,0.7370441458733206,False,False,False
1,167000000,168000000,167500000,25,0.11357518644001315,203953.0,0.2673923471885233,0.7971849008317339,False,False,False
1,168000000,169000000,168500000,12,0.09922372000736392,97774.0,0.00470609537380841,0.999360204734485,False,False,False
1,169000000,170000000,169500000,26,0.11792867465571442,201359.0,0.34707768854851384,0.7485604606525912,False,False,False
1,170000000,171000000,170500000,20,0.18933378856449634,137659.0,1.6540620180682244,0.19961612284069097,False,False,False
1,175000000,176000000,175500000,31,0.10118909070478606,249182.0,0.040679831183675186,0.9660908509277031,False,False,False
1,177000000,178000000,177500000,10,0.12814303442127203,83001.0,0.5340392017913145,0.6449136276391555,False,False,False
1,178000000,179000000,178500000,11,0.21968883190685748,86577.0,2.2096744076939805,0.12284069097888675,False,False,False
1,180000000,181000000,180500000,28,0.08804553755824472,234356.0,-0.1998970274805932,0.8317338451695457,False,False,False
1,182000000,183000000,182500000,13,0.03936444977400609,108410.0,-1.0909455167982216,0.19193857965451055,False,False,False
1,185000000,186000000,185500000,10,0.06884090018827632,79139.0,-0.5514147090954156,0.5335892514395394,False,False,False
1,186000000,187000000,186500000,23,0.17821873946747557,178020.0,1.4506144749383802,0.2635956493921945,False,False,False
1,189000000,190000000,189500000,10,0.01871851234930299,73243.0,-1.4688444543561494,0.05758157389635317,False,False,False
1,193000000,194000000,193500000,10,0.07843055497644166,71949.0,-0.37588766561717113,0.6781829814459372,False,False,False
1,196000000,197000000,196500000,10,0.06871451448536905,68690.0,-0.5537280466721353,0.5284708893154191,False,False,False
1,199000000,200000000,199500000,12,0.1231870137354721,93699.0,0.4433252316211836,0.6884197056941779,False,False,False
1,201000000,202000000,201500000,11,0.27079414364390453,88246.0,3.1450953872174856,0.04350607805502239,False,False,False
1,203000000,204000000,203500000,22,0.14879327833024855,191262.0,0.9120169643402346,0.4491362763915547,False,False,False
1,204000000,205000000,204500000,13,0.14798881576581435,111228.0,0.8972922491504528,0.45169545745361483,False,False,False
1,205000000,206000000,205500000,23,0.29825888761739033,211474.0,3.647804339316813,0.030710172744721688,False,False,False
1,208000000,209000000,208500000,49,0.07530332396158211,370973.0,-0.4331278506329222,0.6333973128598849,False,False,False
1,209000000,210000000,209500000,47,0.0706690835259479,395003.0,-0.5179520221388735,0.5617402431222009,False,False,False
1,210000000,211000000,210500000,28,0.19936647196650334,210409.0,1.8376981650003137,0.16634676903390916,False,False,False
1,211000000,212000000,211500000,18,0.12173318313485677,124280.0,0.41671461917670477,0.7037747920665387,False,False,False
1,212000000,213000000,212500000,41,0.1897528244366071,334580.0,1.6617319633757135,0.19321817018554063,False,False,False
1,213000000,214000000,213500000,26,0.16816957167207347,200057.0,1.2666766011036974,0.31094049904030713,False,False,False
1,214000000,215000000,214500000,32,0.17707365748195983,246533.0,1.429655132824645,0.26999360204734485,False,False,False
1,215000000,216000000,215500000,34,0.09594190956844165,242725.0,-0.05536347921723617,0.946896992962252,False,False,False
1,216000000,217000000,216500000,29,0.18647451140191157,193871.0,1.6017264045430386,0.21880998080614203,False,False,False
1,217000000,218000000,217500000,31,0.16692696696324677,226021.0,1.2439322233788945,0.31733845169545744,False,False,False
1,219000000,220000000,219500000,17,0.2523515554515989,119708.0,2.807526094996747,0.06269993602047345,False,False,False
1,220000000,221000000,220500000,32,0.08839434756186682,259994.0,-0.19351248184012024,0.838131797824696,False,False,False
1,221000000,222000000,221500000,19,0.03500567966679287,158460.0,-1.170727536800097,0.15738963531669867,False,False,False
1,222000000,223000000,222500000,22,0.03748690506526233,176595.0,-1.1253117040076637,0.17786308381317978,False,False,False
1,223000000,224000000,223500000,21,0.12234766933948137,176967.0,0.42796204665334675,0.6960972488803583,False,False,False
1,224000000,225000000,224500000,20,0.09958658085974785,170771.0,0.011347824822875774,0.9955214331413947,False,False,False
1,225000000,226000000,225500000,32,0.07905152176598987,242810.0,-0.36452161886415485,0.6884197056941779,False,False,False
1,226000000,227000000,226500000,23,0.041621905336531616,203859.0,-1.0496255204660667,0.21113243761996162,False,False,False
1,227000000,228000000,227500000,10,0.030938303341902302,77800.0,-1.2451759457149332,0.12923864363403711,False,False,False
1,229000000,230000000,229500000,11,0.01286786895536081,82842.0,-1.5759334122038868,0.02431222008957134,True,False,False
1,230000000,231000000,230500000,12,0.2565202637192166,103140.0,2.8838292626812896,0.060140754958413305,False,False,False
1,232000000,233000000,232500000,29,0.08483809075985876,238189.0,-0.25860546548706265,0.7754318618042226,False,False,False
1,233000000,234000000,233500000,29,0.07648215514698653,203420.0,-0.41155077019522496,0.6513115802943058,False,False,False
1,234000000,235000000,234500000,28,0.2147140929915717,224601.0,2.118617822950815,0.13563659628918745,False,False,False
1,236000000,237000000,236500000,11,0.16596571579561595,90829.0,1.2263376822591794,0.32117722328854764,False,False,False
1,237000000,238000000,237500000,10,0.2190226171243942,61900.0,2.1974801511049322,0.12412028150991683,False,False,False
1,238000000,239000000,238500000,16,0.14879813765474428,110828.0,0.9121059084034859,0.44785668586052463,False,False,False
1,239000000,240000000,239500000,11,0.14943855742932147,72759.0,0.9238280185419305,0.43889955214331416,False,False,False
1,241000000,242000000,241500000,32,0.1006231851598631,254499.0,0.03032161398164849,0.9776071657069738,False,False,False
1,242000000,243000000,242500000,16,0.12149781909643732,125636.0,0.4124065648496762,0.7076135636596289,False,False,False
1,244000000,245000000,244500000,14,0.06279755767351367,111533.0,-0.6620307915066168,0.44273832373640437,False,False,False
1,245000000,246000000,245500000,12,0.039280565794947694,103359.0,-1.092480911675781,0.19065898912348048,False,False,False
1,246000000,247000000,246500000,15,0.025955894683883953,119260.0,-1.3363729158312767,0.08701215611004479,False,False,False
1,247000000,248000000,247500000,12,0.4360190260738421,68958.0,6.169337214750041,0.003838771593090211,False,True,False
2,2000000,3000000,2500000,10,0.13632353126536167,79337.0,0.6837733118239526,0.5604606525911708,False,False,False
2,3000000,4000000,3500000,15,0.19310611984823473,138108.0,1.7231099840150539,0.1855406269993602,False,False,False
2,5000000,6000000,5500000,12,0.04132606721162579,89181.0,-1.055040479873881,0.20857325655790146,False,False,False
2,8000000,9000000,8500000,15,0.10093296183721716,118440.0,0.035991701749727024,0.9699296225207934,False,False,False
2,9000000,10000000,9500000,17,0.04228240072614717,153137.0,-1.0375359504522113,0.2200895713371721,False,False,False
2,10000000,11000000,10500000,14,0.2476429117472182,117730.0,2.7213400615597174,0.07037747920665387,False,False,False
2,11000000,12000000,11500000,21,0.08140264923678885,178391.0,-0.3214870714371582,0.7140115163147792,False,False,False
2,12000000,13000000,12500000,23,0.10944070358664285,181925.0,0.19171563435635827,0.8509277031349968,False,False,False
2,13000000,14000000,13500000,13,0.07293928948574391,100378.0,-0.4763986451913057,0.6014075495841331,False,False,False
2,17000000,18000000,17500000,19,0.13203771488798052,140422.0,0.6053266216948414,0.6090850927703135,False,False,False
2,18000000,19000000,18500000,18,0.030532837277191194,126061.0,-1.2525975120947084,0.12284069097888675,False,False,False
2,21000000,22000000,21500000,10,0.19632665101902086,77967.0,1.7820579156481349,0.18042226487523993,False,False,False
2,24000000,25000000,24500000,23,0.10214318568889,160882.0,0.05814338701092586,0.9584133077415227,False,False,False
2,25000000,26000000,25500000,12,0.18871864218030682,100573.0,1.642802506802358,0.2034548944337812,False,False,False
2,26000000,27000000,26500000,18,0.12380233874009808,145805.0,0.454588012318308,0.6807421625079975,False,False,False
2,29000000,30000000,29500000,30,0.0840556857851156,237188.0,-0.2729264431502859,0.7536788227767115,False,False,False
2,30000000,31000000,30500000,11,0.10871164668217702,100578.0,0.1783711286577574,0.8675623800383877,False,False,False
2,31000000,32000000,31500000,12,0.07862200794741897,106198.0,-0.3723833503208327,0.6833013435700576,False,False,False
2,33000000,34000000,33500000,31,0.1370827924296256,234176.0,0.6976706700015969,0.5566218809980806,False,False,False
2,34000000,35000000,34500000,18,0.07628668793745719,119726.0,-0.4151285612777538,0.6487523992322457,False,False,False
2,35000000,36000000,35500000,18,0.13621915741838164,129934.0,0.6818628746725063,0.5630198336532309,False,False,False
2,36000000,37000000,36500000,17,0.11275328844988289,122094.0,0.252348497599035,0.8099808061420346,False,False,False
2,37000000,38000000,37500000,11,0.03260669659760913,92435.0,-1.2146380231304132,0.14075495841330773,False,False,False
2,38000000,39000000,38500000,17,0.11337627415421174,143919.0,0.2637514981476059,0.8035828534868842,False,False,False
2,39000000,40000000,39500000,11,0.05332852431986809,87336.0,-0.8353500053758655,0.32117722328854764,False,False,False
2,40000000,41000000,40500000,14,0.08998377901516805,105419.0,-0.16441985963711914,0.8560460652591171,False,False,False
2,42000000,43000000,42500000,12,0.13618537814163853,104802.0,0.6812445858280665,0.564299424184261,False,False,False
2,43000000,44000000,43500000,12,0.08898460921218335,89729.0,-0.18270845555895399,0.8406909788867563,False,False,False
2,45000000,46000000,45500000,11,0.15779202830449443,90445.0,1.0767282092047117,0.37492002559181065,False,False,False
2,46000000,47000000,46500000,24,0.1494058498464375,186569.0,0.9232293457586281,0.4401791426743442,False,False,False
2,48000000,49000000,48500000,16,0.16357137971133456,116952.0,1.182512253372433,0.34420985284708894,False,False,False
2,49000000,50000000,49500000,11,0.10247715420314818,83604.0,0.0642562771219343,0.9558541266794626,False,False,False
2,51000000,52000000,51500000,11,0.12158489798290996,68812.0,0.41400043864696684,0.7063339731285988,False,False,False
2,54000000,55000000,54500000,19,0.1736568297960499,152047.0,1.3671142306721993,0.28150991682661547,False,False,False
2,55000000,56000000,55500000,14,0.1078798759929437,95801.0,0.1631465712406162,0.8777991042866283,False,False,False
2,58000000,59000000,58500000,16,0.08666881989583755,123845.0,-0.22509618076865878,0.8087012156110045,False,False,False
2,60000000,61000000,60500000,21,0.06819349811839989,180963.0,-0.5632646217124313,0.5156749840051184,False,False,False
2,63000000,64000000,63500000,33,0.1560360940227011,242367.0,1.0445879539156846,0.38515674984005116,False,False,False
2,64000000,65000000,64500000,12,0.15307214395545027,96252.0,0.9903364293494684,0.4107485604606526,False,False,False
2,65000000,66000000,65500000,20,0.17119484318573075,154514.0,1.3220505406501497,0.2943058221369162,False,False,False
2,66000000,67000000,66500000,11,0.10319533527696793,85750.0,0.0774017138820963,0.945617402431222,False,False,False
2,67000000,68000000,67500000,26,0.1047039716077417,199491.0,0.10501547899399427,0.9187460012795905,False,False,False
2,68000000,69000000,68500000,31,0.16518244018388453,242326.0,1.2120007686378986,0.33013435700575816,False,False,False
2,69000000,70000000,69500000,27,0.06459035815182723,219460.0,-0.6292157450366315,0.46449136276391556,False,False,False
2,71000000,72000000,71500000,15,0.07125095932463549,130300.0,-0.5073014887389414,0.5706973768394114,False,False,False
2,72000000,73000000,72500000,14,0.34194672350530914,102747.0,4.447457386143144,0.014075495841330775,False,False,False
2,75000000,76000000,75500000,13,0.18855721923992275,93701.0,1.6398478549299935,0.20473448496481125,False,False,False
2,76000000,77000000,76500000,12,0.04058491185561757,88321.0,-1.0686064331091045,0.20217530390275112,False,False,False
2,78000000,79000000,78500000,10,0.035228787816309975,72753.0,-1.1666438117103295,0.1599488163787588,False,False,False
2,79000000,80000000,79500000,15,0.03555154025825217,113455.0,-1.160736218250405,0.16506717850287908,False,False,False
2,80000000,81000000,80500000,14,0.07246164513325327,102399.0,-0.4851413479140594,0.5873320537428023,False,False,False
2,82000000,83000000,82500000,20,0.23019318068855826,120716.0,2.4019438194763194,0.10108765195137556,False,False,False
2,84000000,85000000,84500000,14,0.012323429128105213,112915.0,-1.5858987253815744,0.019193857965451054,True,False,False
2,85000000,86000000,85500000,13,0.24752884903927472,109969.0,2.7192522815156273,0.07165706973768395,False,False,False
